gpt4omini,llama70b,llama8b,phi4,qwen7b,tulu3,scenario_power,scenario_expertise,scenario_stakes,scenario_emotional,scenario_formality,scenario_duration,user_initial_E,user_initial_A,user_initial_C,user_initial_N,user_initial_O,bot_initial_E,bot_initial_A,bot_initial_C,bot_initial_N,bot_initial_O,E_distance,A_distance,C_distance,N_distance,O_distance,conversation_sentiment,avg_user_reply,avg_bot_reply
0,1,0,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,20,12,32,0,24,8,34,34,38,40,12,-22,-2,-38,-16,-0.9,341.5,313.5
0,1,0,0,0,0,0.6,0.9,0.9,0.7,0.9,0.5,21,34,1,12,22,8,36,36,32,36,13,-2,-35,-20,-14,0.3,367.9,420.2
0,1,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,13,0,17,12,6,8,38,36,32,40,5,-38,-19,-20,-34,-0.5,385.1,454.8
0,1,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,14,22,40,11,27,11,36,34,34,40,3,-14,6,-23,-13,0.9,391.5,417.8
0,1,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,18,40,29,12,32,12,36,34,34,40,6,4,-5,-22,-8,0.2,310.7,246.3
0,1,0,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,6,23,19,5,26,12,39,38,34,40,-6,-16,-19,-29,-14,0.9,366.3,340.1
0,1,0,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,10,7,30,18,4,10,38,35,34,40,0,-31,-5,-16,-36,-0.6,347.3,419.7
0,1,0,0,0,0,0.5,0.7,0.8,0.9,0.8,0.4,4,26,2,9,28,8,40,38,34,36,-4,-14,-36,-25,-8,0.2,286.4,317.5
0,1,0,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,4,40,21,10,24,18,36,36,36,40,-14,4,-15,-26,-16,0.9,380.2,424.1
0,1,0,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,0,23,5,0,1,6,38,38,30,40,-6,-15,-33,-30,-39,0.2,364.8,439.3
0,1,0,0,0,0,-0.4,0.4,0.5,0.7,0.6,0.1,32,0,18,32,32,12,38,34,32,40,20,-38,-16,0,-8,-0.9,321.0,416.7
0,1,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,16,1,15,17,25,2,40,38,34,40,14,-39,-23,-17,-15,-0.5,290.1,462.8
0,1,0,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,11,23,12,9,22,8,34,34,32,36,3,-11,-22,-23,-14,-0.5,375.3,445.9
0,1,0,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,38,12,16,20,34,18,36,38,33,40,20,-24,-22,-13,-6,-0.6,312.4,385.0
0,1,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,40,19,18,29,36,10,40,36,34,40,30,-21,-18,-5,-4,1.0,405.8,483.6
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,36,12,40,24,36,14,38,34,36,40,22,-26,6,-12,-4,0.9,420.1,426.0
0,1,0,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,40,12,40,28,36,6,38,36,34,40,34,-26,4,-6,-4,-0.8,62.9,60.1
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,39,4,36,24,36,12,38,34,32,40,27,-34,2,-8,-4,0.6,302.6,267.5
0,1,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,40,40,24,36,32,16,38,36,34,40,24,2,-12,2,-8,1.0,280.7,313.4
0,1,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,0,4,9,4,4,8,38,34,34,40,-8,-34,-25,-30,-36,-0.8,317.8,366.0
0,1,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,24,0,12,10,12,8,36,34,38,40,16,-36,-22,-28,-28,-0.7,305.2,429.2
0,1,0,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,5,27,4,12,22,10,37,36,32,38,-5,-10,-32,-20,-16,0.2,312.7,381.9
0,1,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,40,0,40,40,36,10,40,35,38,36,30,-40,5,2,0,-0.7,371.8,422.5
0,1,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,17,34,28,0,34,6,36,34,34,36,11,-2,-6,-34,-2,-0.7,360.4,419.0
0,1,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,20,28,29,0,33,12,39,32,36,36,8,-11,-3,-36,-3,-0.6,307.1,298.4
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,0,4,32,6,14,12,38,34,36,36,-12,-34,-2,-30,-22,0.6,345.8,388.6
0,1,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,21,25,40,9,26,10,37,38,32,40,11,-12,2,-23,-14,0.9,360.9,363.7
0,1,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,13,40,25,6,22,14,38,36,36,40,-1,2,-11,-30,-18,0.9,423.1,394.8
0,1,0,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,3,39,13,19,19,12,36,34,30,40,-9,3,-21,-11,-21,0.9,55.5,50.0
0,1,0,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,40,40,40,36,36,6,40,36,36,40,34,0,4,0,-4,0.9,267.8,276.5
0,1,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,6,21,26,5,27,8,38,38,36,40,-2,-17,-12,-31,-13,0.8,378.4,410.0
0,1,0,0,0,0,0.5,0.8,0.5,0.2,0.6,0.3,28,0,24,28,32,16,40,33,34,40,12,-40,-9,-6,-8,-0.5,281.2,342.4
0,1,0,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,13,25,17,8,23,2,38,34,38,40,11,-13,-17,-30,-17,0.8,308.5,394.8
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,12,8,31,20,4,8,37,34,36,40,4,-29,-3,-16,-36,0.2,356.9,420.6
0,1,0,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,25,3,16,20,20,14,36,32,30,40,11,-33,-16,-10,-20,-0.5,191.1,297.5
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,4,4,35,13,15,12,38,34,34,40,-8,-34,1,-21,-25,0.9,234.3,275.8
0,1,0,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,19,34,8,6,22,8,40,38,28,40,11,-6,-30,-22,-18,0.1,362.8,408.2
0,1,0,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,32,8,36,24,36,10,36,36,36,40,22,-28,0,-12,-4,-0.8,357.8,400.9
0,1,0,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,21,40,26,9,25,6,38,36,38,40,15,2,-10,-29,-15,0.9,444.0,332.9
0,1,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,20,16,16,32,12,4,38,34,36,36,16,-22,-18,-4,-24,-0.8,345.1,451.7
0,1,0,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,28,9,4,21,24,14,38,32,34,40,14,-29,-28,-13,-16,-0.8,354.1,424.7
0,1,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,10,24,17,9,20,12,38,38,30,40,-2,-14,-21,-21,-20,0.6,332.2,388.2
0,1,0,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,40,0,32,40,36,10,38,38,36,40,30,-38,-6,4,-4,-0.9,397.5,455.3
0,1,0,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,32,11,6,17,30,10,38,34,36,40,22,-27,-28,-19,-10,0.6,371.4,376.3
0,1,0,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,24,4,28,32,32,10,38,36,34,40,14,-34,-8,-2,-8,-0.8,383.6,495.1
0,1,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,7,39,17,10,24,8,36,38,36,40,-1,3,-21,-26,-16,0.6,326.8,357.6
0,1,0,0,0,0,-0.4,0.4,0.5,0.7,0.6,0.1,1,39,12,15,17,10,40,34,34,40,-9,-1,-22,-19,-23,0.8,313.1,384.6
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,9,27,13,5,27,12,40,36,32,40,-3,-13,-23,-27,-13,0.8,276.0,285.6
0,1,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,30,40,20,28,32,12,38,31,30,36,18,2,-11,-2,-4,0.8,333.6,408.4
0,1,0,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,25,12,20,28,27,15,40,32,30,40,10,-28,-12,-2,-13,-0.7,413.8,470.0
0,1,0,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,13,16,28,9,21,14,38,36,26,40,-1,-22,-8,-17,-19,0.5,387.8,469.2
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,40,40,16,37,32,14,38,32,34,40,26,2,-16,3,-8,0.9,271.2,264.2
0,1,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,4,0,26,1,19,8,40,32,36,40,-4,-40,-6,-35,-21,-0.5,313.0,303.5
0,1,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,12,25,2,1,21,7,36,35,34,40,5,-11,-33,-33,-19,0.6,364.1,418.1
0,1,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,20,16,40,8,35,6,38,32,30,40,14,-22,8,-22,-5,0.9,510.6,470.2
0,1,0,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,0,0,1,4,9,6,40,32,31,40,-6,-40,-31,-27,-31,-0.8,305.2,380.8
0,1,0,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,33,15,4,12,34,14,40,37,36,40,19,-25,-33,-24,-6,0.1,424.1,491.9
0,1,0,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,40,28,22,17,36,8,39,34,38,38,32,-11,-12,-21,-2,0.5,359.9,406.9
0,1,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,29,0,0,21,24,7,34,38,32,40,22,-34,-38,-11,-16,-0.8,298.3,343.7
0,1,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,40,36,40,40,36,6,38,36,36,34,34,-2,4,4,2,1.0,311.1,408.8
0,1,0,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,13,35,24,0,18,12,36,38,35,39,1,-1,-14,-35,-21,-0.3,347.2,414.1
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,20,12,40,32,36,12,34,34,36,40,8,-22,6,-4,-4,-0.6,251.1,294.7
0,1,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,40,8,16,25,32,10,36,38,28,39,30,-28,-22,-3,-7,-0.8,259.8,329.5
0,1,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,28,10,20,16,20,14,40,36,30,40,14,-30,-16,-14,-20,0.2,451.3,442.5
0,1,0,0,0,0,0.0,0.2,0.2,0.8,0.1,0.1,7,40,20,11,18,12,36,38,32,39,-5,4,-18,-21,-21,0.9,348.9,291.7
0,1,0,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,4,5,6,4,10,4,40,38,36,40,0,-35,-32,-32,-30,0.2,301.3,370.2
0,1,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,20,16,16,32,12,10,38,38,34,40,10,-22,-22,-2,-28,-0.7,365.8,422.0
0,1,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,28,9,7,14,29,22,38,38,32,40,6,-29,-31,-18,-11,0.5,345.1,439.5
0,1,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,14,22,26,12,23,10,40,38,34,40,4,-18,-12,-22,-17,0.3,436.0,439.7
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,40,23,21,20,36,16,38,38,35,40,24,-15,-17,-15,-4,0.9,297.8,420.6
0,1,0,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,9,20,37,4,14,8,38,36,34,38,1,-18,1,-30,-24,0.2,408.8,432.2
0,1,0,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,21,6,10,14,27,6,38,34,32,39,15,-32,-24,-18,-12,-0.6,391.5,438.1
0,1,0,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,40,12,40,32,36,14,36,32,32,40,26,-24,8,0,-4,-0.8,365.5,430.9
0,1,0,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,0,40,16,20,15,12,38,34,38,40,-12,2,-18,-18,-25,0.9,282.9,278.0
0,1,0,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,13,19,32,5,22,6,40,36,36,40,7,-21,-4,-31,-18,-0.5,325.2,401.5
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,0,4,31,40,28,12,40,36,30,40,-12,-36,-5,10,-12,-0.5,225.0,360.0
0,1,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,38,40,32,16,36,8,38,38,28,40,30,2,-6,-12,-4,0.4,400.4,308.6
0,1,0,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,18,12,21,20,13,10,40,38,29,40,8,-28,-17,-9,-27,-0.6,411.2,533.1
0,1,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,36,5,16,12,25,8,38,36,34,40,28,-33,-20,-22,-15,-0.7,295.4,454.2
0,1,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,40,39,40,40,36,5,38,30,34,40,35,1,10,6,-4,1.0,339.1,407.1
0,1,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,0,4,40,40,26,4,40,38,28,39,-4,-36,2,12,-13,0.8,258.0,486.3
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,28,0,24,30,28,10,38,39,34,40,18,-38,-15,-4,-12,-0.7,168.9,257.0
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,17,12,40,12,27,8,38,34,30,40,9,-26,6,-18,-13,0.5,445.7,383.9
0,1,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,18,0,20,8,16,6,38,38,34,40,12,-38,-18,-26,-24,0.2,395.7,488.0
0,1,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,37,15,1,13,30,6,38,39,36,40,31,-23,-38,-23,-10,0.5,317.9,431.6
0,1,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,1,8,4,4,4,20,40,32,36,40,-19,-32,-28,-32,-36,-0.8,340.4,386.5
0,1,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,29,34,3,2,25,10,40,36,32,40,19,-6,-33,-30,-15,0.7,359.4,446.6
0,1,0,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,20,16,16,32,12,12,38,32,34,40,8,-22,-16,-2,-28,-0.5,387.6,423.7
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,40,40,40,40,36,12,38,38,36,40,28,2,2,4,-4,1.0,338.9,333.5
0,1,0,0,0,0,0.6,0.9,0.9,0.7,0.9,0.5,40,40,40,40,36,13,40,38,36,40,27,0,2,4,-4,0.7,385.6,453.1
0,1,0,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,1,4,40,19,12,10,34,38,26,38,-9,-30,2,-7,-26,0.9,373.8,442.6
0,1,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,26,4,14,16,24,14,36,38,40,39,12,-32,-24,-24,-15,0.4,241.3,347.0
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,23,2,11,16,30,8,38,40,34,40,15,-36,-29,-18,-10,0.1,267.3,287.0
0,1,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,31,15,5,8,28,10,38,36,34,36,21,-23,-31,-26,-8,0.8,298.8,356.3
0,1,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,40,31,19,0,24,20,36,36,36,40,20,-5,-17,-36,-16,1.0,402.0,463.8
0,1,0,0,0,0,0.0,0.2,0.2,0.8,0.1,0.1,29,0,37,24,19,12,38,36,32,40,17,-38,1,-8,-21,-0.8,275.0,247.0
0,1,0,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,40,40,39,40,36,8,36,38,34,40,32,4,1,6,-4,0.9,341.1,437.0
0,1,0,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,24,10,36,32,32,8,38,38,34,40,16,-28,-2,-2,-8,-0.5,406.8,447.5
0,1,0,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,8,16,33,22,16,14,38,36,34,40,-6,-22,-3,-12,-24,0.9,398.0,379.2
0,1,0,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,29,21,11,0,32,10,40,36,36,36,19,-19,-25,-36,-4,0.7,390.7,434.2
0,1,0,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,40,29,0,18,29,8,38,36,32,40,32,-9,-36,-14,-11,-0.6,381.2,406.9
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,12,10,28,20,12,10,38,36,34,40,2,-28,-8,-14,-28,0.4,279.3,194.5
0,1,0,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,18,30,29,0,39,16,38,40,36,38,2,-8,-11,-36,1,-0.4,387.3,465.2
0,1,0,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,28,0,35,15,15,12,32,34,38,39,16,-32,1,-23,-24,-0.6,284.3,315.1
0,1,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,12,12,39,18,15,8,36,40,34,40,4,-24,-1,-16,-25,0.9,338.1,483.4
0,1,0,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,11,26,25,10,29,6,38,36,30,40,5,-12,-11,-20,-11,0.5,333.5,415.9
0,1,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,17,16,36,5,24,8,36,32,36,40,9,-20,4,-31,-16,0.5,390.4,442.0
0,1,0,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,40,0,36,40,36,18,36,38,32,40,22,-36,-2,8,-4,-0.8,323.4,391.1
0,1,0,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,20,4,13,24,24,8,36,38,36,40,12,-32,-25,-12,-16,-0.6,246.3,372.5
0,1,0,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,8,30,26,8,20,11,38,34,36,40,-3,-8,-8,-28,-20,-0.5,353.4,419.9
0,1,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,14,15,15,12,18,10,38,36,30,40,4,-23,-21,-18,-22,-0.6,178.8,214.1
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,36,40,40,40,36,12,36,38,36,36,24,4,2,4,0,1.0,341.3,296.1
0,1,0,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,16,1,24,12,17,10,36,40,32,36,6,-35,-16,-20,-19,-0.6,36.8,36.1
0,1,0,0,0,0,0.3,0.8,0.4,0.2,0.5,0.2,40,40,40,40,36,8,36,38,33,40,32,4,2,7,-4,0.6,355.8,438.9
0,1,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,40,24,14,12,36,12,40,36,32,40,28,-16,-22,-20,-4,0.9,428.2,505.7
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,33,31,2,5,33,10,34,38,34,40,23,-3,-36,-29,-7,0.9,396.4,410.5
0,1,0,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,40,17,11,30,36,14,36,36,36,40,26,-19,-25,-6,-4,0.1,376.5,457.0
0,1,0,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,14,40,22,4,29,22,40,36,32,40,-8,0,-14,-28,-11,0.9,384.9,429.7
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,40,40,38,40,36,14,40,37,32,40,26,0,1,8,-4,1.0,376.4,443.4
0,1,0,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,40,0,36,40,36,10,40,40,36,40,30,-40,-4,4,-4,-0.5,403.1,487.9
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,23,16,40,32,36,17,38,34,32,38,6,-22,6,0,-2,-0.3,345.1,512.5
0,1,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,36,26,1,2,29,8,38,35,30,38,28,-12,-34,-28,-9,0.7,367.6,359.2
0,1,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,10,16,26,18,12,16,38,38,34,40,-6,-22,-12,-16,-28,0.4,337.9,451.9
0,1,0,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,11,40,18,12,25,12,38,38,30,40,-1,2,-20,-18,-15,0.6,384.3,395.9
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,8,26,16,5,26,14,38,36,30,40,-6,-12,-20,-25,-14,0.9,349.7,443.8
0,1,0,0,0,0,0.0,0.2,0.2,0.8,0.1,0.1,32,24,3,0,29,11,40,36,32,39,21,-16,-33,-32,-10,-0.8,332.9,385.4
0,1,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,23,40,18,8,30,4,38,36,36,40,19,2,-18,-28,-10,0.6,366.6,449.4
0,1,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,36,40,8,22,29,6,40,34,34,40,30,0,-26,-12,-11,-0.8,306.5,338.6
0,1,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,40,40,40,40,36,14,36,36,38,40,26,4,4,2,-4,0.5,384.0,449.4
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,17,12,32,0,25,8,40,36,36,40,9,-28,-4,-36,-15,-0.5,330.5,349.5
0,1,0,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,8,0,29,4,25,10,40,36,30,36,-2,-40,-7,-26,-11,-0.8,288.1,353.9
0,1,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,4,4,40,38,23,10,35,36,36,40,-6,-31,4,2,-17,0.1,298.3,312.2
0,1,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,20,40,28,12,29,8,40,38,32,39,12,0,-10,-20,-10,0.9,405.2,429.4
0,1,0,0,0,0,0.6,0.9,0.9,0.7,0.9,0.5,21,29,29,0,39,10,38,38,34,40,11,-9,-9,-34,-1,-0.7,344.6,446.9
0,1,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,14,8,26,20,0,14,38,38,32,40,0,-30,-12,-12,-40,-0.5,367.2,327.8
0,1,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,20,12,36,0,18,10,36,36,32,40,10,-24,0,-32,-22,-0.6,357.6,437.6
0,1,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,4,26,27,2,19,10,38,38,32,38,-6,-12,-11,-30,-19,0.3,397.8,373.0
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,36,32,23,0,28,10,36,34,34,40,26,-4,-11,-34,-12,0.9,352.3,396.7
0,1,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,14,11,23,15,14,14,38,36,36,40,0,-27,-13,-21,-26,0.1,411.4,432.8
0,1,0,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,40,21,20,22,36,11,38,34,34,40,29,-17,-14,-12,-4,0.2,142.7,63.3
0,1,0,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,7,24,22,4,20,10,38,38,34,40,-3,-14,-16,-30,-20,1.0,343.8,345.3
0,1,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,22,32,25,0,34,12,36,37,34,40,10,-4,-12,-34,-6,-0.7,392.5,439.6
0,1,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,20,13,16,28,12,8,38,40,32,36,12,-25,-24,-4,-24,-0.5,366.8,455.8
0,1,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,4,4,26,4,23,10,34,38,38,40,-6,-30,-12,-34,-17,-0.6,380.7,423.7
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,40,4,37,40,36,8,36,38,28,39,32,-32,-1,12,-3,-0.8,310.5,242.9
0,1,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,31,8,0,16,29,10,40,36,38,38,21,-32,-36,-22,-9,0.8,357.5,411.2
0,1,0,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,36,40,20,36,33,20,38,36,34,40,16,2,-16,2,-7,0.6,315.3,462.1
0,1,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,20,20,40,8,25,12,38,38,36,40,8,-18,2,-28,-15,0.9,269.3,268.2
0,1,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,12,19,36,8,29,8,36,34,32,38,4,-17,2,-24,-9,-0.6,448.0,473.8
0,1,0,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,22,0,16,28,20,10,34,40,36,40,12,-34,-24,-8,-20,-0.7,309.3,339.0
0,1,0,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,9,28,20,5,22,12,36,34,32,40,-3,-8,-14,-27,-18,-0.5,348.1,437.2
0,1,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,20,36,20,11,28,16,36,36,32,38,4,0,-16,-21,-10,0.4,320.5,458.5
0,1,0,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,39,26,9,20,36,8,38,34,36,40,31,-12,-25,-16,-4,1.0,357.5,388.8
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,17,20,40,13,29,8,40,36,28,40,9,-20,4,-15,-11,0.9,371.6,319.9
0,1,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,18,21,40,16,24,12,38,36,34,40,6,-17,4,-18,-16,0.9,402.3,358.8
0,1,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,36,8,40,32,36,10,38,38,36,40,26,-30,2,-4,-4,0.7,355.7,401.3
0,1,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,35,37,30,14,33,4,38,36,36,40,31,-1,-6,-22,-7,0.9,442.4,445.6
0,1,0,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,0,4,40,40,26,16,40,36,30,40,-16,-36,4,10,-14,0.3,303.1,431.5
0,1,0,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,40,17,16,30,36,20,40,36,36,40,20,-23,-20,-6,-4,-0.7,394.6,515.1
0,1,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,4,26,25,15,20,14,40,34,34,40,-10,-14,-9,-19,-20,-0.5,415.3,435.7
0,1,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,15,30,17,11,23,14,40,36,28,36,1,-10,-19,-17,-13,0.7,372.7,424.7
0,1,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,20,8,32,18,4,14,38,34,34,40,6,-30,-2,-16,-36,0.2,279.2,155.1
0,1,0,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,0,4,30,37,30,14,34,36,36,40,-14,-30,-6,1,-10,-0.7,230.3,406.7
0,1,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,25,14,6,0,33,9,40,37,34,40,16,-26,-31,-34,-7,0.9,330.2,344.4
0,1,0,0,0,0,0.0,0.3,0.3,0.8,0.2,0.1,16,12,30,20,12,8,40,30,32,40,8,-28,0,-12,-28,0.2,303.4,374.6
0,1,0,0,0,0,0.3,0.8,0.4,0.2,0.5,0.2,0,4,8,4,6,26,38,38,34,40,-26,-34,-30,-30,-34,-0.7,364.8,453.4
0,1,0,0,0,0,0.3,0.8,0.7,0.4,0.7,0.4,30,12,6,17,34,16,38,36,36,40,14,-26,-30,-19,-6,0.7,258.2,320.2
