gpt4o,gpt4omini,llama8b,phi4,qwen7b,mistral,gemma,scenario_power,scenario_expertise,scenario_stakes,scenario_emotional,scenario_formality,scenario_duration,user_initial_E,user_initial_A,user_initial_C,user_initial_N,user_initial_O,bot_initial_E,bot_initial_A,bot_initial_C,bot_initial_N,bot_initial_O,E_distance,A_distance,C_distance,N_distance,O_distance,conversation_sentiment,avg_user_reply,avg_bot_reply
1,0,0,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,30.0,22.0,48.0,41.75,35.75,35,46,40,40,45,-5.0,-24.0,8.0,1.75,-9.25,0.2,27.8,0.0
1,0,0,0,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,25.5,50.0,29.75,24.0,38.25,35,46,40,40,45,-9.5,4.0,-10.25,-16.0,-6.75,0.9,25.8,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,29.0,10.5,16.25,24.5,15.75,35,46,40,40,45,-6.0,-35.5,-23.75,-15.5,-29.25,-0.7,25.1,0.0
1,0,0,0,0,0,0,0.3,0.7,0.8,0.6,0.6,0.5,37.5,37.0,21.0,13.25,38.0,35,46,40,40,45,2.5,-9.0,-19.0,-26.75,-7.0,0.9,22.6,0.0
1,0,0,0,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,13.5,10.0,14.0,18.0,11.0,35,46,40,40,45,-21.5,-36.0,-26.0,-22.0,-34.0,-0.7,26.4,0.0
1,0,0,0,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,46.0,18.75,10.5,34.75,38.0,35,46,40,40,45,11.0,-27.25,-29.5,-5.25,-7.0,0.9,27.6,0.0
1,0,0,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,33.5,10.0,10.0,38.0,23.5,35,46,40,40,45,-1.5,-36.0,-30.0,-2.0,-21.5,0.2,26.6,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,32.75,50.0,29.75,17.0,40.75,35,46,40,40,45,-2.25,4.0,-10.25,-23.0,-4.25,1.0,24.4,0.0
1,0,0,0,0,0,0,-0.2,0.7,0.7,0.4,0.6,0.3,10.0,16.0,11.5,34.0,13.0,35,46,40,40,45,-25.0,-30.0,-28.5,-6.0,-32.0,0.9,23.5,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,16.75,25.25,40.0,37.75,22.25,35,46,40,40,45,-18.25,-20.75,0.0,-2.25,-22.75,1.0,25.5,0.0
1,0,0,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,18.0,41.5,20.25,19.75,15.75,35,46,40,40,45,-17.0,-4.5,-19.75,-20.25,-29.25,1.0,23.8,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,27.75,45.5,23.5,21.75,29.75,35,46,40,40,45,-7.25,-0.5,-16.5,-18.25,-15.25,1.0,25.7,0.0
1,0,0,0,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,33.0,10.5,30.75,37.5,20.5,35,46,40,40,45,-2.0,-35.5,-9.25,-2.5,-24.5,1.0,27.6,0.0
1,0,0,0,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,47.0,10.0,37.75,46.0,46.0,35,46,40,40,45,12.0,-36.0,-2.25,6.0,1.0,0.3,24.7,0.0
1,0,0,0,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,30.0,28.25,47.75,22.25,38.75,35,46,40,40,45,-5.0,-17.75,7.75,-17.75,-6.25,-0.4,28.0,0.0
1,0,0,0,0,0,0,0.5,0.8,0.5,0.2,0.6,0.3,13.5,16.0,48.5,44.0,22.25,35,46,40,40,45,-21.5,-30.0,8.5,4.0,-22.75,0.9,16.5,0.0
1,0,0,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,13.25,35.75,42.25,19.75,24.25,35,46,40,40,45,-21.75,-10.25,2.25,-20.25,-20.75,0.9,22.4,0.0
1,0,0,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,21.5,39.75,26.5,19.0,33.75,35,46,40,40,45,-13.5,-6.25,-13.5,-21.0,-11.25,0.9,25.6,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,49.0,33.0,31.25,40.0,40.5,35,46,40,40,45,14.0,-13.0,-8.75,0.0,-4.5,1.0,27.2,0.0
1,0,0,0,0,0,0,-0.4,0.4,0.5,0.7,0.6,0.1,23.5,29.0,44.75,32.0,22.25,35,46,40,40,45,-11.5,-17.0,4.75,-8.0,-22.75,0.6,18.8,0.0
1,0,0,0,0,0,0,0.3,0.8,0.4,0.2,0.5,0.2,24.5,28.5,11.5,26.0,28.5,35,46,40,40,45,-10.5,-17.5,-28.5,-14.0,-16.5,0.7,22.8,0.0
1,0,0,0,0,0,0,0.8,0.7,0.9,0.8,0.9,0.1,21.75,31.0,41.25,28.75,31.25,35,46,40,40,45,-13.25,-15.0,1.25,-11.25,-13.75,0.9,27.0,0.0
1,0,0,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,28.5,28.5,50.0,30.5,35.0,35,46,40,40,45,-6.5,-17.5,10.0,-9.5,-10.0,0.9,27.8,0.0
1,0,0,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,26.25,36.75,29.5,25.75,32.75,35,46,40,40,45,-8.75,-9.25,-10.5,-14.25,-12.25,0.5,24.8,0.0
1,0,0,0,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,21.75,31.0,41.25,28.75,31.25,35,46,40,40,45,-13.25,-15.0,1.25,-11.25,-13.75,0.9,27.1,0.0
1,0,0,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,19.5,29.5,26.75,26.0,29.75,35,46,40,40,45,-15.5,-16.5,-13.25,-14.0,-15.25,0.8,26.9,0.0
1,0,0,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,24.5,28.5,11.5,26.0,28.5,35,46,40,40,45,-10.5,-17.5,-28.5,-14.0,-16.5,0.9,23.7,0.0
1,0,0,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,27.5,47.75,42.0,19.25,48.5,35,46,40,40,45,-7.5,1.75,2.0,-20.75,3.5,0.3,26.9,0.0
1,0,0,0,0,0,0,0.4,0.9,0.9,0.6,0.8,0.7,11.25,34.5,28.0,25.25,22.5,35,46,40,40,45,-23.75,-11.5,-12.0,-14.75,-22.5,1.0,29.2,0.0
1,0,0,0,0,0,0,0.0,0.3,0.7,0.5,0.5,0.6,26.75,50.0,28.5,23.5,40.5,35,46,40,40,45,-8.25,4.0,-11.5,-16.5,-4.5,1.0,26.3,0.0
1,0,0,0,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,18.0,41.5,20.25,19.75,15.75,35,46,40,40,45,-17.0,-4.5,-19.75,-20.25,-29.25,0.9,25.5,0.0
1,0,0,0,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,37.75,47.75,26.25,40.25,39.0,35,46,40,40,45,2.75,1.75,-13.75,0.25,-6.0,1.0,9.7,0.0
1,0,0,0,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,30.0,22.25,10.5,40.5,22.75,35,46,40,40,45,-5.0,-23.75,-29.5,0.5,-22.25,-0.7,21.2,0.0
1,0,0,0,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,46.0,33.25,11.5,10.0,42.5,35,46,40,40,45,11.0,-12.75,-28.5,-30.0,-2.5,0.9,27.1,0.0
1,0,0,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,46.5,36.75,24.25,35.75,44.5,35,46,40,40,45,11.5,-9.25,-15.75,-4.25,-0.5,1.0,24.7,0.0
1,0,0,0,0,0,0,0.0,0.2,0.2,0.8,0.1,0.1,28.5,28.5,50.0,30.5,35.0,35,46,40,40,45,-6.5,-17.5,10.0,-9.5,-10.0,0.1,27.0,0.0
1,0,0,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,23.5,29.0,44.75,32.0,22.25,35,46,40,40,45,-11.5,-17.0,4.75,-8.0,-22.75,0.9,20.8,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,13.0,24.0,19.0,24.0,15.75,35,46,40,40,45,-22.0,-22.0,-21.0,-16.0,-29.25,0.9,24.6,0.0
1,0,0,0,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,24.5,28.5,11.5,26.0,28.5,35,46,40,40,45,-10.5,-17.5,-28.5,-14.0,-16.5,0.9,19.4,0.0
1,0,0,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,14.25,44.0,26.25,33.0,27.5,35,46,40,40,45,-20.75,-2.0,-13.75,-7.0,-17.5,0.9,22.9,0.0
1,0,0,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,28.5,28.5,50.0,30.5,35.0,35,46,40,40,45,-6.5,-17.5,10.0,-9.5,-10.0,0.8,28.7,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,26.5,32.75,28.75,28.5,30.75,35,46,40,40,45,-8.5,-13.25,-11.25,-11.5,-14.25,0.7,22.9,0.0
1,0,0,0,0,0,0,0.3,0.8,0.9,0.9,0.6,0.8,44.5,40.0,15.5,31.75,47.5,35,46,40,40,45,9.5,-6.0,-24.5,-8.25,2.5,0.9,27.1,0.0
1,0,0,0,0,0,0,0.5,0.4,0.8,0.8,0.7,0.7,23.5,29.0,44.75,32.0,22.25,35,46,40,40,45,-11.5,-17.0,4.75,-8.0,-22.75,0.9,24.9,0.0
1,0,0,0,0,0,0,0.8,0.7,0.6,0.5,0.7,0.8,13.0,17.0,48.0,45.0,26.75,35,46,40,40,45,-22.0,-29.0,8.0,5.0,-18.25,0.6,7.4,0.0
1,0,0,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,24.0,34.25,14.25,29.75,26.75,35,46,40,40,45,-11.0,-11.75,-25.75,-10.25,-18.25,0.9,22.6,0.0
1,0,0,0,0,0,0,0.8,0.5,0.9,0.7,0.9,0.1,26.5,32.75,28.75,28.5,30.75,35,46,40,40,45,-8.5,-13.25,-11.25,-11.5,-14.25,0.8,24.3,0.0
1,0,0,0,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,28.5,25.25,33.25,41.5,32.0,35,46,40,40,45,-6.5,-20.75,-6.75,1.5,-13.0,1.0,21.5,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,37.5,37.0,21.0,13.25,38.0,35,46,40,40,45,2.5,-9.0,-19.0,-26.75,-7.0,0.2,23.6,0.0
1,0,0,0,0,0,0,0.6,0.9,0.9,0.7,0.9,0.5,45.5,29.0,13.75,18.75,35.0,35,46,40,40,45,10.5,-17.0,-26.25,-21.25,-10.0,0.2,26.3,0.0
1,0,0,0,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,46.0,31.0,12.5,27.25,46.0,35,46,40,40,45,11.0,-15.0,-27.5,-12.75,1.0,0.5,26.2,0.0
1,0,0,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,43.0,17.75,16.5,29.5,37.5,35,46,40,40,45,8.0,-28.25,-23.5,-10.5,-7.5,0.9,24.2,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,26.5,32.75,28.75,28.5,30.75,35,46,40,40,45,-8.5,-13.25,-11.25,-11.5,-14.25,0.3,24.1,0.0
1,0,0,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,26.75,28.75,40.25,34.75,30.75,35,46,40,40,45,-8.25,-17.25,0.25,-5.25,-14.25,0.9,31.1,0.0
1,0,0,0,0,0,0,0.3,0.8,0.4,0.2,0.5,0.2,25.5,50.0,29.75,24.0,38.25,35,46,40,40,45,-9.5,4.0,-10.25,-16.0,-6.75,1.0,24.6,0.0
1,0,0,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,21.5,39.75,26.5,19.0,33.75,35,46,40,40,45,-13.5,-6.25,-13.5,-21.0,-11.25,0.8,23.3,0.0
1,0,0,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,30.0,17.0,23.25,35.25,27.25,35,46,40,40,45,-5.0,-29.0,-16.75,-4.75,-17.75,0.6,24.0,0.0
1,0,0,0,0,0,0,0.4,0.7,0.8,0.7,0.5,0.3,27.75,45.5,23.5,21.75,29.75,35,46,40,40,45,-7.25,-0.5,-16.5,-18.25,-15.25,1.0,25.9,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,33.0,10.5,30.75,37.5,20.5,35,46,40,40,45,-2.0,-35.5,-9.25,-2.5,-24.5,1.0,27.0,0.0
1,0,0,0,0,0,0,0.6,0.4,0.7,0.3,0.8,0.7,41.0,48.5,37.0,30.25,35.5,35,46,40,40,45,6.0,2.5,-3.0,-9.75,-9.5,1.0,24.7,0.0
1,0,0,0,0,0,0,0.5,0.8,0.5,0.2,0.6,0.3,43.0,17.75,16.5,29.5,37.5,35,46,40,40,45,8.0,-28.25,-23.5,-10.5,-7.5,1.0,24.8,0.0
1,0,0,0,0,0,0,-0.2,0.4,0.9,0.8,0.8,0.1,23.5,29.0,44.75,32.0,22.25,35,46,40,40,45,-11.5,-17.0,4.75,-8.0,-22.75,1.0,25.9,0.0
1,0,0,0,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,25.25,40.0,50.0,31.75,38.5,35,46,40,40,45,-9.75,-6.0,10.0,-8.25,-6.5,1.0,25.7,0.0
1,0,0,0,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,25.25,40.0,50.0,31.75,38.5,35,46,40,40,45,-9.75,-6.0,10.0,-8.25,-6.5,1.0,23.6,0.0
1,0,0,0,0,0,0,0.4,0.7,0.6,0.4,0.5,0.7,46.0,33.25,11.5,10.0,42.5,35,46,40,40,45,11.0,-12.75,-28.5,-30.0,-2.5,1.0,27.2,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,35.0,13.5,44.0,35.25,42.0,35,46,40,40,45,0.0,-32.5,4.0,-4.75,-3.0,1.0,28.6,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,30.0,17.25,27.75,22.25,17.0,35,46,40,40,45,-5.0,-28.75,-12.25,-17.75,-28.0,0.1,26.2,0.0
1,0,0,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,30.25,22.0,12.0,30.75,28.25,35,46,40,40,45,-4.75,-24.0,-28.0,-9.25,-16.75,0.9,23.3,0.0
1,0,0,0,0,0,0,0.2,0.5,0.5,0.4,0.5,0.1,43.5,50.0,45.75,46.0,49.25,35,46,40,40,45,8.5,4.0,5.75,6.0,4.25,1.0,8.7,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,46.0,24.75,19.75,43.0,44.0,35,46,40,40,45,11.0,-21.25,-20.25,3.0,-1.0,1.0,18.2,0.0
1,0,0,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,47.0,10.0,37.75,46.0,46.0,35,46,40,40,45,12.0,-36.0,-2.25,6.0,1.0,0.8,24.6,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,28.5,28.5,50.0,30.5,35.0,35,46,40,40,45,-6.5,-17.5,10.0,-9.5,-10.0,1.0,25.5,0.0
1,0,0,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,35.0,13.5,44.0,35.25,42.0,35,46,40,40,45,0.0,-32.5,4.0,-4.75,-3.0,1.0,25.3,0.0
1,0,0,0,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,32.5,36.0,13.25,24.5,31.5,35,46,40,40,45,-2.5,-10.0,-26.75,-15.5,-13.5,0.9,26.4,0.0
1,0,0,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,21.75,31.0,41.25,28.75,31.25,35,46,40,40,45,-13.25,-15.0,1.25,-11.25,-13.75,1.0,23.6,0.0
1,0,0,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,11.25,34.5,28.0,25.25,22.5,35,46,40,40,45,-23.75,-11.5,-12.0,-14.75,-22.5,0.9,24.5,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,49.0,33.0,31.25,40.0,40.5,35,46,40,40,45,14.0,-13.0,-8.75,0.0,-4.5,1.0,29.2,0.0
1,0,0,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,29.5,38.0,50.0,44.0,39.0,35,46,40,40,45,-5.5,-8.0,10.0,4.0,-6.0,1.0,26.9,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,31.75,31.0,49.0,23.25,44.75,35,46,40,40,45,-3.25,-15.0,9.0,-16.75,-0.25,0.9,27.0,0.0
1,0,0,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,31.75,31.0,49.0,23.25,44.75,35,46,40,40,45,-3.25,-15.0,9.0,-16.75,-0.25,1.0,26.5,0.0
1,0,0,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,46.0,24.75,19.75,43.0,44.0,35,46,40,40,45,11.0,-21.25,-20.25,3.0,-1.0,1.0,25.7,0.0
1,0,0,0,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,43.0,17.75,16.5,29.5,37.5,35,46,40,40,45,8.0,-28.25,-23.5,-10.5,-7.5,0.8,25.4,0.0
1,0,0,0,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,31.0,25.5,25.5,41.5,33.75,35,46,40,40,45,-4.0,-20.5,-14.5,1.5,-11.25,0.2,27.6,0.0
1,0,0,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,45.5,38.0,10.75,10.0,40.0,35,46,40,40,45,10.5,-8.0,-29.25,-30.0,-5.0,0.2,26.4,0.0
1,0,0,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,35.0,13.5,44.0,35.25,42.0,35,46,40,40,45,0.0,-32.5,4.0,-4.75,-3.0,1.0,25.9,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,37.75,47.75,26.25,40.25,39.0,35,46,40,40,45,2.75,1.75,-13.75,0.25,-6.0,1.0,25.0,0.0
1,0,0,0,0,0,0,0.2,0.3,0.2,0.5,0.3,0.4,40.75,22.25,44.0,38.5,41.5,35,46,40,40,45,5.75,-23.75,4.0,-1.5,-3.5,0.9,23.9,0.0
1,0,0,0,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,30.0,22.0,48.0,41.75,35.75,35,46,40,40,45,-5.0,-24.0,8.0,1.75,-9.25,-0.9,28.5,0.0
1,0,0,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,35.0,13.5,44.0,35.25,42.0,35,46,40,40,45,0.0,-32.5,4.0,-4.75,-3.0,0.5,24.8,0.0
1,0,0,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,46.5,36.75,24.25,35.75,44.5,35,46,40,40,45,11.5,-9.25,-15.75,-4.25,-0.5,1.0,25.9,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,30.0,18.0,34.25,42.0,30.0,35,46,40,40,45,-5.0,-28.0,-5.75,2.0,-15.0,0.8,15.8,0.0
1,0,0,0,0,0,0,0.5,0.8,0.7,0.6,0.7,0.4,29.75,26.75,50.0,29.0,31.0,35,46,40,40,45,-5.25,-19.25,10.0,-11.0,-14.0,1.0,27.1,0.0
1,0,0,0,0,0,0,-0.5,0.5,0.6,0.7,0.7,0.1,21.25,41.5,27.5,18.75,34.25,35,46,40,40,45,-13.75,-4.5,-12.5,-21.25,-10.75,1.0,24.8,0.0
1,0,0,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,29.0,49.75,24.25,38.25,34.5,35,46,40,40,45,-6.0,3.75,-15.75,-1.75,-10.5,1.0,23.6,0.0
1,0,0,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,19.0,45.75,32.75,12.5,36.25,35,46,40,40,45,-16.0,-0.25,-7.25,-27.5,-8.75,0.9,25.2,0.0
1,0,0,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,28.5,28.5,50.0,30.5,35.0,35,46,40,40,45,-6.5,-17.5,10.0,-9.5,-10.0,1.0,25.3,0.0
1,0,0,0,0,0,0,0.6,0.7,0.5,0.3,0.5,0.4,24.0,34.25,14.25,29.75,26.75,35,46,40,40,45,-11.0,-11.75,-25.75,-10.25,-18.25,0.9,24.7,0.0
1,0,0,0,0,0,0,0.0,0.5,0.9,0.6,0.9,0.5,48.0,33.75,11.75,32.0,35.0,35,46,40,40,45,13.0,-12.25,-28.25,-8.0,-10.0,1.0,26.5,0.0
1,0,0,0,0,0,0,0.4,0.8,0.7,0.5,0.6,0.6,45.5,38.0,10.75,10.0,40.0,35,46,40,40,45,10.5,-8.0,-29.25,-30.0,-5.0,0.5,24.1,0.0
1,0,0,0,0,0,0,-0.6,0.6,0.8,0.9,0.7,0.2,34.0,36.25,35.5,31.5,39.75,35,46,40,40,45,-1.0,-9.75,-4.5,-8.5,-5.25,-0.3,25.3,0.0
1,0,0,0,0,0,0,0.8,0.9,1.0,0.8,0.9,0.4,29.75,26.75,50.0,29.0,31.0,35,46,40,40,45,-5.25,-19.25,10.0,-11.0,-14.0,0.9,26.2,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,13.0,24.0,19.0,24.0,15.75,35,46,40,40,45,-22.0,-22.0,-21.0,-16.0,-29.25,0.8,22.3,0.0
1,0,0,0,0,0,0,0.6,0.8,0.5,0.4,0.4,0.3,37.75,47.75,26.25,40.25,39.0,35,46,40,40,45,2.75,1.75,-13.75,0.25,-6.0,1.0,21.8,0.0
1,0,0,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,37.5,37.0,21.0,13.25,38.0,35,46,40,40,45,2.5,-9.0,-19.0,-26.75,-7.0,0.8,21.8,0.0
1,0,0,0,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,35.75,24.0,25.5,29.25,34.75,35,46,40,40,45,0.75,-22.0,-14.5,-10.75,-10.25,0.9,20.2,0.0
1,0,0,0,0,0,0,-0.4,0.7,0.4,0.5,0.6,0.1,14.25,44.0,26.25,33.0,27.5,35,46,40,40,45,-20.75,-2.0,-13.75,-7.0,-17.5,1.0,24.2,0.0
1,0,0,0,0,0,0,0.3,0.7,0.8,0.7,0.5,0.6,26.5,32.75,28.75,28.5,30.75,35,46,40,40,45,-8.5,-13.25,-11.25,-11.5,-14.25,0.3,28.4,0.0
1,0,0,0,0,0,0,0.7,0.8,0.8,0.7,0.6,0.7,34.0,36.25,35.5,31.5,39.75,35,46,40,40,45,-1.0,-9.75,-4.5,-8.5,-5.25,-0.7,26.6,0.0
1,0,0,0,0,0,0,0.6,0.8,0.8,0.5,0.7,0.7,13.0,24.0,19.0,24.0,15.75,35,46,40,40,45,-22.0,-22.0,-21.0,-16.0,-29.25,1.0,24.9,0.0
1,0,0,0,0,0,0,0.6,0.8,0.5,0.4,0.5,0.3,30.0,22.0,48.0,41.75,35.75,35,46,40,40,45,-5.0,-24.0,8.0,1.75,-9.25,0.2,27.4,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.8,0.6,0.6,0.5,23.5,29.0,44.75,32.0,22.25,35,46,40,40,45,-11.5,-17.0,4.75,-8.0,-22.75,1.0,24.8,0.0
1,0,0,0,0,0,0,0.4,0.7,0.4,0.3,0.5,0.4,33.5,10.0,10.0,38.0,23.5,35,46,40,40,45,-1.5,-36.0,-30.0,-2.0,-21.5,0.9,20.2,0.0
1,0,0,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,35.25,22.0,24.25,28.75,33.5,35,46,40,40,45,0.25,-24.0,-15.75,-11.25,-11.5,0.9,24.4,0.0
1,0,0,0,0,0,0,0.4,0.8,0.5,0.5,0.6,0.2,46.0,31.0,12.5,27.25,46.0,35,46,40,40,45,11.0,-15.0,-27.5,-12.75,1.0,0.9,24.0,0.0
1,0,0,0,0,0,0,0.5,0.4,0.8,0.8,0.7,0.7,29.75,26.75,50.0,29.0,31.0,35,46,40,40,45,-5.25,-19.25,10.0,-11.0,-14.0,0.9,23.8,0.0
1,0,0,0,0,0,0,-0.3,0.8,0.5,0.6,0.6,0.1,43.0,17.75,16.5,29.5,37.5,35,46,40,40,45,8.0,-28.25,-23.5,-10.5,-7.5,0.6,27.0,0.0
1,0,0,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,32.75,50.0,29.75,17.0,40.75,35,46,40,40,45,-2.25,4.0,-10.25,-23.0,-4.25,1.0,23.2,0.0
1,0,0,0,0,0,0,-0.3,0.7,0.8,0.6,0.7,0.3,35.25,22.0,24.25,28.75,33.5,35,46,40,40,45,0.25,-24.0,-15.75,-11.25,-11.5,0.9,5.3,0.0
1,0,0,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,41.0,48.5,37.0,30.25,35.5,35,46,40,40,45,6.0,2.5,-3.0,-9.75,-9.5,1.0,23.1,0.0
1,0,0,0,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,26.75,50.0,28.5,23.5,40.5,35,46,40,40,45,-8.25,4.0,-11.5,-16.5,-4.5,1.0,25.3,0.0
1,0,0,0,0,0,0,-0.4,0.6,0.8,0.7,0.6,0.2,27.25,45.5,33.5,19.5,45.75,35,46,40,40,45,-7.75,-0.5,-6.5,-20.5,0.75,0.3,25.8,0.0
1,0,0,0,0,0,0,0.7,0.9,1.0,0.7,0.8,0.5,19.5,29.5,26.75,26.0,29.75,35,46,40,40,45,-15.5,-16.5,-13.25,-14.0,-15.25,0.7,25.5,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,11.0,27.5,12.25,15.75,14.25,35,46,40,40,45,-24.0,-18.5,-27.75,-24.25,-30.75,0.5,23.3,0.0
1,0,0,0,0,0,0,0.3,0.6,0.8,0.7,0.7,0.6,21.5,48.75,30.0,22.5,32.0,35,46,40,40,45,-13.5,2.75,-10.0,-17.5,-13.0,0.9,26.1,0.0
1,0,0,0,0,0,0,0.4,0.7,0.6,0.5,0.5,0.8,27.5,47.75,42.0,19.25,48.5,35,46,40,40,45,-7.5,1.75,2.0,-20.75,3.5,0.9,26.9,0.0
1,0,0,0,0,0,0,0.5,0.4,0.7,0.6,0.6,0.7,19.75,49.0,28.25,22.25,31.25,35,46,40,40,45,-15.25,3.0,-11.75,-17.75,-13.75,1.0,25.0,0.0
1,0,0,0,0,0,0,0.3,0.7,0.4,0.3,0.4,0.5,21.25,41.5,27.5,18.75,34.25,35,46,40,40,45,-13.75,-4.5,-12.5,-21.25,-10.75,0.9,22.9,0.0
1,0,0,0,0,0,0,0.0,0.1,0.4,0.6,0.2,0.2,31.75,31.0,49.0,23.25,44.75,35,46,40,40,45,-3.25,-15.0,9.0,-16.75,-0.25,1.0,24.7,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,26.75,28.75,40.25,34.75,30.75,35,46,40,40,45,-8.25,-17.25,0.25,-5.25,-14.25,0.9,23.5,0.0
1,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.2,0.3,26.25,36.75,29.5,25.75,32.75,35,46,40,40,45,-8.75,-9.25,-10.5,-14.25,-12.25,0.8,27.1,0.0
1,0,0,0,0,0,0,0.5,0.4,0.8,0.8,0.7,0.7,35.0,13.5,44.0,35.25,42.0,35,46,40,40,45,0.0,-32.5,4.0,-4.75,-3.0,1.0,28.0,0.0
1,0,0,0,0,0,0,-0.2,0.8,0.9,0.8,0.7,0.6,25.25,40.0,50.0,31.75,38.5,35,46,40,40,45,-9.75,-6.0,10.0,-8.25,-6.5,1.0,20.2,0.0
